Gene symbol	Fold Change	Log fold change	Adjusted p-value	Description
1300017J02RIK	0.065	-3.938	4.429E-01	
1300018J18RIK	0.655	-0.609	1.667E-03	
1500002O20RIK	1.151	0.203	2.483E-01	
1500003O03RIK	0.777	-0.365	5.328E-02	
1500004A13Rik	0.786	-0.347	4.175E-01	
1500009L16RIK	0.501	-0.998	9.467E-01	
1500011B03Rik	0.416	-1.267	6.304E-05	
1500011H22RIK	0.733	-0.448	2.830E-01	
1500011K16Rik	0.609	-0.716	2.241E-02	
1500012F01RIK	1.514	0.598	3.227E-03	
1500015A07Rik	0.475	-1.074	3.521E-03	
1500015O10RIK	0.115	-3.117	2.178E-02	
1500031L02RIK	0.761	-0.395	4.429E-01	
1500032L24RIK	1.202	0.265	2.764E-01	
1600002H07RIK	1.192	0.254	5.582E-01	RIKEN cDNA 1600002H07 gene
1600002K03RIK	0.847	-0.24	7.057E-01	
1600012H06RIK	1.098	0.135	5.203E-01	RIKEN cDNA 1600012H06 gene
1600014C10RIK	3.603	1.849	2.665E-17	RIKEN cDNA 1600014C10 gene
1600016N20RIK	0.62	-0.689	7.786E-01	RIKEN cDNA 1600016N20 gene
1600027N09RIK	0.929	-0.106	8.099E-01	
1600029D21RIK	73.697	6.204	6.666E-38	
1600029O15Rik	0.124	-3.015	6.245E-01	
1700001C02RIK	0.065	-3.951	4.429E-01	
1700001G17Rik	0.257	-1.959	3.114E-01	
1700001J03RIK	3.347	1.743	2.508E-01	RIKEN cDNA 1700001J03 gene
1700001L05Rik	2.087	1.061	1.388E-04	
1700001O22RIK	31.438	4.974	1.651E-01	RIKEN cDNA 1700001O22 gene
1700003F12RIK	0.547	-0.87	1.434E-01	RIKEN cDNA 1700003F12 gene
1700003M02RIK	0.015	-6.054	1.241E-01	RIKEN cDNA 1700003M02 gene
1700007K09RIK	0.065	-3.95	4.429E-01	
1700007K13RIK	0.509	-0.976	8.746E-01	
1700008F21RIK	0.123	-3.019	6.245E-01	
1700008J07Rik	0.529	-0.918	1.507E-02	
1700008O03RIK	2.725	1.446	2.804E-01	
1700008P20RIK	1.605	0.682	8.996E-01	
1700009J07Rik	0.394	-1.344	1.589E-04	
1700009P17RIK	0.576	-0.797	3.664E-03	RIKEN cDNA 1700009P17 gene
1700010B08RIK	22.293	4.479	3.048E-01	
1700010I14RIK	0.697	-0.52	2.387E-01	
1700011H14RIK	11.333	3.503	4.811E-01	
1700011I03RIK	0.341	-1.551	2.509E-01	
1700011L22RIK	0.204	-2.293	3.580E-02	
1700012B07RIK	22.293	4.479	3.048E-01	
1700012B09RIK	0.065	-3.951	4.429E-01	Transcribed locus
1700012D14Rik	0.282	-1.827	1.355E-09	
1700012L04RIK	3.44	1.783	5.864E-01	Novel protein similar to histone H2a (1700012L04Rik)
1700013F07RIK	0.372	-1.429	6.782E-01	
1700013H16RIK	0.065	-3.952	4.555E-01	
1700015E13RIK	0.344	-1.541	3.001E-01	
1700016K19RIK	0.009	-6.784	8.298E-02	RIKEN cDNA 1700016K19 gene
1700017B05RIK	0.75	-0.415	1.469E-01	Transcribed locus
1700017D01RIK	11.344	3.504	4.811E-01	
1700018A04Rik	11.344	3.504	4.811E-01	
1700018A14RIK	0.023	-5.465	1.417E-01	
1700018C11RIK	64.797	6.018	7.100E-02	RIKEN cDNA 1700018C11 gene
1700018L02Rik	0.719	-0.475	9.698E-01	
1700019E19RIK	1.779	0.831	2.957E-01	
1700019G17RIK	1.154	0.206	9.639E-01	RIKEN cDNA 1700019G17 gene
1700019L03RIK	0.734	-0.447	9.467E-01	RIKEN cDNA 1700019L03 gene
1700020D05RIK	0.31	-1.689	3.074E-03	
1700020I14Rik	0.627	-0.674	9.053E-03	
1700020L24RIK	1.272	0.347	5.287E-01	
1700021C14RIK	0.596	-0.746	4.320E-01	
1700021F05RIK	1.151	0.203	7.266E-01	
1700021K19RIK	0.681	-0.555	9.165E-04	RIKEN cDNA 1700021K19 gene
1700022P22Rik	0.665	-0.589	8.033E-01	
1700023E05RIK	0.023	-5.463	1.467E-01	RIKEN cDNA 1700023E05 gene
1700024G13RIK	19.734	4.303	3.284E-01	RIKEN cDNA 1700024G13 gene
1700024P16RIK	10.409	3.38	4.995E-01	
1700025G04RIK	0.323	-1.629	1.171E-06	
1700025K23RIK	0.264	-1.92	9.911E-02	
1700026L06RIK	0.214	-2.223	4.580E-01	
1700027A23RIK	0.011	-6.572	6.299E-02	
1700028J19Rik	1.503	0.588	7.727E-01	
1700028K03RIK	0.536	-0.899	1.254E-01	RIKEN cDNA 1700028K03 gene
1700028P14RIK	0.015	-6.043	1.124E-01	RIKEN cDNA 1700028P14 gene
1700029G01RIK	0.741	-0.432	6.919E-01	
1700029H14RIK	19.732	4.302	3.286E-01	RIKEN cDNA 1700029H14 gene
1700029J07RIK	0.77	-0.377	4.968E-01	RIKEN cDNA 1700029J07 gene
1700029M20Rik	22.293	4.479	3.048E-01	
1700030C10Rik	0.65	-0.622	2.349E-02	
1700030J22RIK	0.244	-2.032	1.407E-03	RIKEN cDNA 1700030J22 gene
1700030K09RIK	0.639	-0.646	2.544E-02	RIKEN cDNA 1700030K09 gene
1700034F02RIK	0.428	-1.225	4.429E-01	
1700034H14RIK	0.64	-0.643	1.464E-03	
1700034H15Rik	1.345	0.428	9.863E-01	
1700034I23RIK	0.066	-3.925	4.429E-01	RIKEN cDNA 1700034I23 gene
1700037H04RIK	0.747	-0.421	2.894E-01	
1700039E15RIK	1.952	0.965	8.795E-01	RIKEN cDNA 1700039E15 gene
1700040I03RIK	0.889	-0.17	8.405E-01	
1700040L02RIK	0.065	-3.953	4.669E-01	RIKEN cDNA 1700040L02 gene
1700047I17Rik2	1.055	0.078	9.795E-01	
1700049G17RIK	0.46	-1.122	1.534E-07	RIKEN cDNA 1700049G17 gene
1700052K11Rik	0.742	-0.431	2.868E-01	
1700052N19RIK	0.705	-0.505	2.178E-02	Transcribed locus
1700056E22RIK	0.655	-0.611	8.590E-01	
1700065D16RIK	0.017	-5.864	4.244E-02	
1700066M21RIK	0.809	-0.306	3.642E-01	
1700067K01RIK	0.445	-1.169	1.865E-01	RIKEN cDNA 1700067K01 gene
1700073E17Rik	19.695	4.3	3.588E-01	
1700084C01RIK	0.619	-0.693	9.084E-01	RIKEN cDNA 1700084C01 gene
1700084E18Rik	3.376	1.755	4.120E-02	
1700088E04RIK	0.065	-3.951	4.429E-01	RIKEN cDNA 1700088E04 gene
1700093K21RIK	10.409	3.38	4.995E-01	RIKEN cDNA 1700093K21 gene
1700094D03RIK	0.837	-0.257	2.704E-01	
1700096J18Rik	0.28	-1.837	6.507E-01	
1700096K18Rik	0.43	-1.218	2.293E-04	
1700102P08RIK	1.312	0.392	8.258E-01	RIKEN cDNA 1700102P08 gene
1700109H08RIK	0.656	-0.607	5.753E-01	
1700112E06RIK	0.747	-0.42	3.541E-01	
1700120K04Rik	2.927	1.549	6.482E-02	
1700123I01RIK	0.275	-1.864	5.834E-01	
1700123O20RIK	0.839	-0.253	3.151E-01	Transcribed locus
1810008A18RIK	1.232	0.301	8.091E-02	
1810010H24Rik	0.616	-0.7	4.110E-01	
1810011H11RIK	0.908	-0.14	5.891E-01	
1810011O10RIK	0.129	-2.958	6.752E-15	RIKEN cDNA 1810011O10 gene
1810013L24RIK	1.822	0.866	1.294E-09	RIKEN cDNA 1810013L24 gene
1810014B01Rik	0.582	-0.781	4.997E-02	
1810019J16Rik	0.429	-1.22	8.650E-01	
1810020D17RIK	0.456	-1.132	1.530E-04	
1810024B03RIK	0.445	-1.169	4.535E-04	
1810030N24RIK	0.532	-0.91	5.036E-03	
1810030O07RIK	1.085	0.118	6.580E-01	
1810031K17RIK	0.757	-0.401	9.997E-03	
1810032O08Rik	3.506	1.81	1.765E-25	
1810033B17Rik	1.719	0.782	4.206E-01	
1810035L17RIK	0.845	-0.242	6.026E-01	
1810037I17RIK	1.315	0.395	1.323E-01	Transcribed locus
1810041L15RIK	3.646	1.866	4.048E-01	
1810043G02RIK	0.643	-0.638	4.239E-03	
1810043H04RIK	1.093	0.129	9.753E-01	
1810046J19RIK	0.829	-0.271	3.828E-01	
1810048J11RIK	0.863	-0.213	7.125E-01	
1810049H13RIK	0.294	-1.768	3.233E-09	
1810055G02RIK	4.262	2.091	2.100E-12	RIKEN cDNA 1810055G02 gene
1810058I24Rik	0.734	-0.446	5.330E-02	
1810062O18Rik	0.385	-1.376	3.446E-01	
1810063B05RIK	0.635	-0.656	9.936E-02	
1810074P20RIK	0.784	-0.351	1.938E-02	
2010001E11RIK	2.405	1.266	9.173E-01	
2010002M12RIK	2.906	1.539	3.206E-01	RIKEN cDNA 2010002M12 gene
2010002N04RIK	6.739	2.752	7.195E-45	
2010011I20RIK	0.608	-0.719	4.246E-04	
2010012O05RIK	0.71	-0.495	7.884E-02	Transcribed locus
2010015L04RIK	0.517	-0.953	4.480E-07	RIKEN cDNA 2010015L04 gene
2010016I18Rik	2.667	1.415	6.318E-01	
2010107E04RIK	1.064	0.089	9.795E-01	RIKEN cDNA 2010107E04 gene
2010107G23RIK	0.371	-1.432	4.523E-01	RIKEN cDNA 2010107G23 gene
2010109I03RIK	0.74	-0.434	3.773E-01	RIKEN cDNA 2010109I03 gene
2010110P09RIK	0.015	-6.027	5.947E-02	
2010111I01RIK	3.573	1.837	3.791E-21	RIKEN cDNA 2010111I01 gene
2010204K13Rik	0.601	-0.735	5.390E-01	
2010300C02RIK	0.865	-0.21	9.408E-01	
2010305A19RIK	1.672	0.742	2.595E-02	
2010320M18Rik	0.528	-0.923	1.126E-02	
2010321M09RIK	0.898	-0.155	6.178E-01	
2210009G21RIK	0.82	-0.286	6.571E-01	
2210013O21Rik	0.733	-0.448	2.707E-01	
2210015D19Rik	0.877	-0.189	6.754E-01	
2210016F16RIK	0.835	-0.26	3.048E-01	
2210016L21RIK	0.663	-0.593	1.351E-02	RIKEN cDNA 2210016L21 gene
2210018M11RIK	0.633	-0.661	4.602E-05	
2210020M01RIK	0.333	-1.585	4.888E-02	
2210021J22RIK	0.695	-0.525	1.011E-01	
2210404O07Rik	0.455	-1.137	2.985E-03	
2210408I21RIK	0.84	-0.252	5.655E-01	RIKEN cDNA 2210408I21 gene
2210417A02Rik	0.015	-6.031	5.941E-02	
2300009A05RIK	0.839	-0.253	6.771E-01	
2310001A20RIK	1.57	0.651	9.621E-07	
2310003C23RIK	0.846	-0.242	2.454E-01	
2310003F16RIK	1.221	0.288	2.521E-01	
2310003H01RIK	0.937	-0.094	8.366E-01	RIKEN cDNA 2310003H01 gene
2310004I24RIK	0.927	-0.109	8.727E-01	
2310005G13RIK	2.739	1.454	8.906E-01	RIKEN cDNA 2310005G13 gene
2310008H04RIK	0.94	-0.089	9.479E-01	
2310008H09RIK	0.712	-0.49	4.130E-04	
2310009B15RIK	0.699	-0.516	1.303E-01	
2310011J03RIK	0.876	-0.19	3.983E-01	RIKEN cDNA 2310011J03 gene
2310014L17RIK	2.5	1.322	7.779E-02	RIKEN cDNA 2310014L17 gene
2310015A10Rik	0.411	-1.283	2.311E-06	
2310016M24RIK	0.919	-0.122	8.025E-01	
2310021P13RIK	0.868	-0.205	6.619E-01	
2310022A10RIK	0.761	-0.394	9.155E-02	RIKEN cDNA 2310022A10 gene
2310022B05RIK	1.324	0.405	6.499E-02	RIKEN cDNA 2310022B05 gene
2310030G06RIK	0.065	-3.951	4.429E-01	RIKEN cDNA 2310030G06 gene
2310033P09RIK	1.781	0.833	4.352E-06	RIKEN cDNA 2310033P09 gene
2310035C23RIK	1.054	0.076	8.679E-01	RIKEN cDNA 2310035C23 gene
2310035K24RIK	0.522	-0.938	2.716E-05	
2310036O22RIK	1.142	0.191	3.091E-01	
2310039H08RIK	0.568	-0.816	6.697E-03	
2310042D19RIK	0.74	-0.435	3.643E-01	
2310044G17RIK	0.816	-0.294	1.965E-01	
2310045N01RIK	0.673	-0.57	1.302E-01	
2310046O06RIK	0.505	-0.984	1.773E-10	
2310047M10RIK	0.9	-0.152	5.659E-01	RIKEN cDNA 2310047M10 gene
2310057M21RIK	1.196	0.258	5.738E-01	
2310061C15RIK	0.613	-0.705	1.390E-01	
2310061I04RIK	0.726	-0.461	4.309E-02	
2310061J03Rik	0.76	-0.395	3.048E-01	
2310067B10RIK	0.48	-1.059	8.616E-13	RIKEN cDNA 2310067B10 gene
2310079F23RIK	0.75	-0.415	1.966E-01	
2400003C14RIK	1.439	0.525	4.139E-02	
2410001C21RIK	0.922	-0.118	5.928E-01	
2410002F23RIK	2.128	1.09	1.774E-13	
2410002O22RIK	1.155	0.208	3.663E-01	
2410004B18RIK	1.1	0.138	7.062E-01	
2410004P03RIK	0.011	-6.453	4.832E-02	
2410006H16Rik	1.154	0.206	7.158E-01	
2410015M20RIK	0.838	-0.255	3.956E-01	
2410016O06RIK	0.875	-0.193	3.961E-01	RIKEN cDNA 2410016O06 gene
2410018L13Rik	0.023	-5.449	1.639E-01	
2410018M08Rik	0.76	-0.396	1.027E-01	
2410022L05RIK	0.638	-0.648	8.757E-02	
2410042D21RIK	1.208	0.273	4.438E-01	
2410066E13RIK	0.301	-1.732	4.672E-02	
2410076I21Rik	0.429	-1.22	9.052E-02	
2410089E03RIK	0.82	-0.287	3.117E-01	
2410091C18RIK	0.483	-1.05	5.657E-08	
2410127L17RIK	1.125	0.169	8.541E-01	Transcribed locus
2410131K14RIK	1.09	0.124	8.060E-01	RIKEN cDNA 2410131K14 gene
2410137M14RIK	0.123	-3.019	6.245E-01	RIKEN cDNA 2410137M14 gene
2500003M10RIK	1.255	0.328	2.637E-01	
2510002D24RIK	0.728	-0.458	1.405E-01	RIKEN cDNA 2510002D24 gene
2510009E07RIK	0.508	-0.978	6.298E-12	RIKEN cDNA 2510009E07 gene
2510039O18RIK	1.252	0.325	3.048E-01	RIKEN cDNA 2510039O18 gene
2510049J12RIK	0.736	-0.442	9.912E-01	
2610001J05Rik	0.837	-0.257	1.990E-01	
2610002J02RIK	0.873	-0.196	4.683E-01	RIKEN cDNA 2610002J02 gene
2610002M06RIK	0.85	-0.234	4.615E-01	RIKEN cDNA 2610002M06 gene
2610005L07Rik	0.586	-0.771	4.998E-05	
2610008E11RIK	0.648	-0.625	1.469E-04	RIKEN cDNA 2610008E11 gene
2610015P09RIK	0.664	-0.59	7.007E-02	
2610018G03RIK	0.311	-1.685	4.481E-04	RIKEN cDNA 2610018G03 gene
2610020H08RIK	0.604	-0.728	5.101E-02	
2610027L16RIK	1.392	0.477	2.178E-02	
2610028H24RIK	0.122	-3.037	6.241E-01	
2610034B18RIK	1.52	0.604	8.762E-01	RIKEN cDNA 2610034B18 gene
2610039C10RIK	0.653	-0.614	1.559E-01	
2610044O15RIK	0.86	-0.218	6.871E-01	
2610109H07RIK	39.936	5.32	1.462E-01	
2610203C22Rik	0.443	-1.176	1.312E-05	
2610301B20RIK	0.611	-0.711	1.576E-02	RIKEN cDNA 2610301B20 gene
2610306M01Rik	0.628	-0.672	4.470E-02	
2610507B11RIK	1.111	0.152	8.056E-01	RIKEN cDNA 2610507B11 gene
2610524H06RIK	0.801	-0.32	9.560E-01	RIKEN cDNA 2610524H06 gene
2700007P21RIK	0.887	-0.173	3.387E-01	
2700029M09RIK	0.846	-0.242	3.317E-01	
2700046A07Rik	5.556	2.474	5.882E-01	
2700046G09Rik	0.399	-1.327	1.093E-04	
2700049A03RIK	0.851	-0.232	6.375E-01	
2700050L05RIK	1.133	0.181	4.242E-01	
2700060E02RIK	0.806	-0.312	2.401E-01	RIKEN cDNA 2700060E02 gene
2700081O15RIK	0.731	-0.452	2.720E-03	RIKEN cDNA 2700081O15 gene
2700094K13RIK	0.609	-0.715	4.156E-02	
2700097O09RIK	0.907	-0.141	8.268E-01	
2700099C18Rik	1.41	0.496	7.697E-01	
2810001G20Rik	0.451	-1.148	1.489E-02	
2810002D19Rik	0.59	-0.762	2.741E-02	
2810002N01RIK	0.804	-0.315	3.176E-01	
2810004N23RIK	0.864	-0.211	5.684E-01	
2810006K23RIK	0.455	-1.136	1.330E-05	RIKEN cDNA 2810006K23 gene
2810008D09Rik	0.478	-1.064	2.030E-03	
2810008M24RIK	1.133	0.18	3.496E-01	
2810021J22RIK	0.272	-1.877	4.713E-12	RIKEN cDNA 2810021J22 gene
2810025M15Rik	0.444	-1.17	4.788E-10	
2810032G03Rik	0.065	-3.952	4.565E-01	
2810046L04RIK	1.364	0.448	2.879E-03	
2810047C21Rik1	0.551	-0.859	2.395E-03	
2810055F11RIK	0.386	-1.373	3.386E-03	
2810055G20Rik	0.591	-0.759	3.609E-02	
2810403A07RIK	1.586	0.665	6.540E-05	
2810403D21Rik	0.703	-0.507	4.548E-01	
2810405K02RIK	0.51	-0.972	1.192E-04	
2810408A11RIK	0.753	-0.409	8.802E-01	
2810408M09RIK	1.544	0.626	3.734E-05	RIKEN cDNA 2810408M09 gene
2810410L24Rik	0.537	-0.898	7.545E-01	
2810417H13RIK	0.032	-4.958	7.021E-06	Transcribed locus
2810422O20RIK	0.494	-1.016	8.990E-04	
2810428I15RIK	0.75	-0.414	1.949E-01	
2810429I04Rik	0.5	-1	2.278E-02	
2810432D09RIK	0.925	-0.113	9.199E-01	
2810442I21Rik	0.229	-2.127	4.203E-02	
2810453I06RIK	2.085	1.06	3.672E-10	
2810454H06Rik	0.361	-1.471	8.571E-02	
2810459M11RIK	11.343	3.504	3.744E-03	
2810474O19RIK	0.747	-0.421	4.981E-03	RIKEN cDNA 2810474O19 gene
2900005J15Rik	0.612	-0.708	1.413E-01	
2900011O08RIK	0.521	-0.94	5.255E-01	RIKEN cDNA 2900011O08 gene
2900026A02RIK	0.653	-0.615	1.649E-01	RIKEN cDNA 2900026A02 gene
2900041M22Rik	0.065	-3.951	4.429E-01	
2900079G21Rik	0.391	-1.356	8.218E-01	
2900092C05RIK	0.045	-4.487	3.437E-01	RIKEN cDNA 2900092C05 gene
2900097C17Rik	1.219	0.286	4.236E-01	
3000002C10Rik	0.38	-1.398	1.132E-06	
3010026O09RIK	0.355	-1.493	3.117E-07	Transcribed locus
3110001D03RIK	0.861	-0.217	5.025E-01	
3110001I22RIK	2.008	1.006	2.761E-03	
3110002H16RIK	0.76	-0.395	7.319E-02	
3110009E18RIK	0.515	-0.957	2.650E-01	RIKEN cDNA 3110009E18 gene
3110021A11Rik	0.066	-3.92	4.429E-01	
3110035E14RIK	0.367	-1.447	2.463E-07	RIKEN cDNA 3110035E14 gene
3110039M20Rik	0.509	-0.973	9.516E-01	
3110040N11RIK	0.493	-1.02	2.343E-03	
3110043O21RIK	1.584	0.664	1.248E-05	RIKEN cDNA 3110043O21 gene
3110047P20Rik	0.013	-6.304	3.913E-02	
3110052M02RIK	0.609	-0.716	5.353E-04	
3110056O03RIK	0.661	-0.597	6.958E-05	
3110057O12RIK	0.357	-1.485	1.332E-04	Transcribed locus
3110062M04RIK	0.354	-1.499	1.372E-06	RIKEN cDNA 3110062M04 gene
3110082I17RIK	7.787	2.961	4.442E-96	RIKEN cDNA 3110082I17 gene
3200002M19RIK	0.819	-0.288	3.476E-01	
3300002I08RIK	1.239	0.309	6.409E-01	
3425401B19RIK	0.379	-1.4	4.164E-01	
3632451O06RIK	0.538	-0.896	7.933E-01	RIKEN cDNA 3632451O06 gene
3830403N18RIK	0.812	-0.3	6.571E-01	RIKEN cDNA 3830403N18 gene
3830406C13RIK	0.572	-0.805	2.952E-03	Transcribed locus
3830408C21Rik	0.321	-1.638	5.743E-03	
3930402G23Rik	1.542	0.625	9.614E-01	
4430402I18RIK	0.559	-0.838	3.894E-01	RIKEN cDNA 4430402I18 gene
4632415K11RIK	0.499	-1.002	3.440E-03	
4632415L05Rik	0.579	-0.788	4.036E-05	
4632427E13Rik	1.196	0.258	5.563E-01	
4632428C04Rik	0.441	-1.182	9.070E-05	
4632428N05RIK	0.756	-0.403	1.620E-04	RIKEN cDNA 4632428N05 gene
4632434I11RIK	0.586	-0.772	4.805E-01	RIKEN cDNA 4632434I11 gene
4732415M23RIK	38.44	5.265	1.247E-01	
4732416N19Rik	0.375	-1.414	6.807E-01	
4732418C07RIK	1.177	0.235	1.574E-01	
4732471D19RIK	1.301	0.38	1.676E-01	
4732471J01Rik	0.446	-1.164	1.801E-05	
4831426I19RIK	0.721	-0.472	9.865E-01	
4831440E17Rik	0.239	-2.066	8.589E-08	
4833403I15RIK	0.065	-3.951	4.429E-01	
4833418N02Rik	0.285	-1.813	3.999E-06	
4833420G17RIK	0.78	-0.358	8.104E-02	
4833422C13Rik	0.235	-2.091	2.759E-01	
4833424O15RIK	0.662	-0.594	9.411E-01	Transcribed locus
4833427G06RIK	0.027	-5.188	2.355E-01	Transcribed locus
4833442J19RIK	0.331	-1.597	7.147E-07	
4921523A10RIK	0.017	-5.863	7.545E-02	
4921531C22Rik	0.395	-1.341	1.330E-06	
4921533I20Rik	0.389	-1.361	7.194E-01	
4922501C03Rik	0.398	-1.33	2.316E-05	
4922501L14Rik	2.441	1.287	9.225E-01	
4922505G16RIK	1.444	0.53	8.535E-01	
4930402F06RIK	0.066	-3.919	4.429E-01	RIKEN cDNA 4930402F06 gene
4930402H24RIK	0.52	-0.944	4.667E-04	RIKEN cDNA 4930402H24 gene
4930404I05Rik	1.318	0.398	2.641E-01	
4930404N11RIK	0.549	-0.866	8.115E-05	
4930412C18Rik	0.593	-0.754	6.767E-01	
4930412F15RIK	0.905	-0.144	5.185E-01	
4930422G04Rik	0.811	-0.303	6.230E-01	
4930426L09Rik	0.216	-2.21	5.698E-03	
4930427A07RIK	0.642	-0.64	2.340E-01	
4930430D24RIK	2.435	1.284	9.114E-01	RIKEN cDNA 4930430D24 gene
4930430F08RIK	0.483	-1.051	2.549E-03	RIKEN cDNA 4930430F08 gene
4930432K21RIK	0.54	-0.89	1.295E-01	RIKEN cDNA 4930432K21 gene
4930433N12Rik	0.023	-5.464	1.875E-01	
4930444A02RIK	0.745	-0.424	6.722E-02	
4930444G20RIK	18.646	4.221	3.387E-01	
4930447C04RIK	1.812	0.858	8.746E-01	
4930449I24RIK	11.344	3.504	4.811E-01	RIKEN cDNA 4930449I24 gene
4930451C15RIK	0.122	-3.036	6.241E-01	RIKEN cDNA 4930451C15 gene
4930453N24RIK	0.863	-0.213	4.671E-01	Transcribed locus
4930455C21RIK	0.906	-0.142	7.947E-01	
4930455F23RIK	0.528	-0.921	1.721E-02	
4930467E23RIK	0.543	-0.882	8.497E-01	
4930473A06RIK	0.718	-0.477	3.031E-01	
4930481A15Rik	0.426	-1.23	2.943E-06	
4930483J18Rik	0.033	-4.907	2.811E-01	
4930486L24RIK	3.426	1.776	6.845E-10	RIKEN cDNA 4930486L24 gene
4930503E24Rik	0.734	-0.447	4.084E-01	
4930503L19RIK	0.56	-0.837	3.721E-03	
4930504O13RIK	0.122	-3.037	6.241E-01	RIKEN cDNA 4930504O13 gene
4930506M07RIK	0.64	-0.644	1.184E-01	RIKEN cDNA 4930506M07 gene
4930507D05Rik	1.626	0.702	9.719E-01	
4930511M06Rik	2.691	1.428	3.250E-01	
4930512B01Rik	0.532	-0.911	7.620E-01	
4930515G01Rik	0.577	-0.794	4.777E-01	
4930519F09Rik	0.517	-0.953	7.742E-01	
4930523C07RIK	1.908	0.932	1.405E-03	
4930526D03Rik	0.044	-4.507	3.402E-01	
4930526I15Rik	1.222	0.29	4.838E-01	
4930529C04Rik	0.564	-0.826	5.594E-01	
4930529M08RIK	0.494	-1.016	8.357E-01	
4930538K18RIK	0.746	-0.422	9.873E-01	RIKEN cDNA 4930538K18 gene
4930539E08RIK	0.459	-1.125	5.407E-02	RIKEN cDNA 4930539E08 gene
4930544D05RIK	18.64	4.22	3.387E-01	
4930547N16RIK	0.255	-1.972	2.372E-01	
4930548H24RIK	0.066	-3.92	4.429E-01	Transcribed locus
4930550C14RIK	0.561	-0.835	6.506E-01	
